"placa;fecha;hora;ingreso;;;;;;;;"
"GWR 136;18/03/2017;01:22:13;E;;;;;;;;"
"DOT 015;18/03/2017;01:23:07;E;;;;;;;;"
"NVJ 718;18/03/2017;01:33:08;S;;;;;;;;"
"ZIY 556;18/03/2017;01:35:29;E;;;;;;;;"
"TLW 192;18/03/2017;01:36:21;S;;;;;;;;"
"NXX 620;18/03/2017;01:36:34;E;;;;;;;;"
"TTT 037;18/03/2017;01:38:35;S;;;;;;;;"
"LFW 209;18/03/2017;01:42:20;E;;;;;;;;"
"LPE 023;18/03/2017;01:45:35;S;;;;;;;;"
"LXG 956;18/03/2017;01:46:25;E;;;;;;;;"
"OGF 014;18/03/2017;01:46:29;S;;;;;;;;"
"RRK 808;18/03/2017;01:51:48;S;;;;;;;;"
"MUZ 331;18/03/2017;01:53:05;E;;;;;;;;"
"ZRJ 060;18/03/2017;02:00:00;E;;;;;;;;"
"EBO 588;18/03/2017;02:07:51;S;;;;;;;;"
"KOS 747;18/03/2017;02:09:44;S;;;;;;;;"
"XDB 773;18/03/2017;02:14:58;S;;;;;;;;"
"CTN 235;18/03/2017;02:15:32;S;;;;;;;;"
"AFF 630;18/03/2017;02:19:45;S;;;;;;;;"
"NJN 164;18/03/2017;02:26:25;E;;;;;;;;"
"FEQ 063;18/03/2017;02:32:41;E;;;;;;;;"
"HQR 743;18/03/2017;02:37:14;S;;;;;;;;"
"XWH 343;18/03/2017;02:47:53;E;;;;;;;;"
"ITG 506;18/03/2017;02:50:32;S;;;;;;;;"
"UNH 267;18/03/2017;02:52:48;E;;;;;;;;"
"JXB 928;18/03/2017;02:53:11;E;;;;;;;;"
"NPN 350;18/03/2017;02:54:34;E;;;;;;;;"
"NXX 620;18/03/2017;03:07:03;S;;;;;;;;"
"MZY 077;18/03/2017;03:11:34;E;;;;;;;;"
"NJN 164;18/03/2017;03:12:44;S;;;;;;;;"
"SZH 466;18/03/2017;03:15:24;S;;;;;;;;"
"NWD 971;18/03/2017;03:20:25;S;;;;;;;;"
"EWX 489;18/03/2017;03:34:13;E;;;;;;;;"
"ZXT 796;18/03/2017;03:41:08;S;;;;;;;;"
"XEF 906;18/03/2017;03:46:17;S;;;;;;;;"
"KHA 024;18/03/2017;03:47:11;E;;;;;;;;"
"ZRJ 060;18/03/2017;03:50:10;S;;;;;;;;"
"QXB 563;18/03/2017;04:11:43;S;;;;;;;;"
"MSI 173;18/03/2017;04:16:05;S;;;;;;;;"
"SMA 854;18/03/2017;04:17:58;E;;;;;;;;"
"LZM 418;18/03/2017;04:18:47;S;;;;;;;;"
"XWH 343;18/03/2017;04:31:33;S;;;;;;;;"
"DQP 145;18/03/2017;04:32:17;S;;;;;;;;"
"ITR 055;18/03/2017;04:33:36;E;;;;;;;;"
"LXG 956;18/03/2017;04:36:28;E;;;;;;;;"
"XJX 090;18/03/2017;04:45:11;E;;;;;;;;"
"NMR 210;18/03/2017;04:50:34;S;;;;;;;;"
"OIJ 497;18/03/2017;04:57:56;E;;;;;;;;"
"CYI 688;18/03/2017;05:02:08;S;;;;;;;;"
"LFW 209;18/03/2017;05:02:11;S;;;;;;;;"
"PJT 058;18/03/2017;05:04:40;S;;;;;;;;"
"LIM 340;18/03/2017;05:11:07;E;;;;;;;;"
"NLM 248;18/03/2017;05:12:15;E;;;;;;;;"
"LPP 651;18/03/2017;05:30:44;S;;;;;;;;"
"UEN 356;18/03/2017;05:37:58;S;;;;;;;;"
"GEU 335;18/03/2017;05:42:36;S;;;;;;;;"
"UAY 958;18/03/2017;05:50:07;E;;;;;;;;"
"LZM 418;18/03/2017;05:55:41;E;;;;;;;;"
"KLR 666;18/03/2017;06:04:30;E;;;;;;;;"
"XBN 458;18/03/2017;06:14:09;S;;;;;;;;"
"OKX 921;18/03/2017;06:16:53;E;;;;;;;;"
"TZO 744;18/03/2017;06:19:03;E;;;;;;;;"
"DUM 674;18/03/2017;06:38:24;E;;;;;;;;"
"FYK 606;18/03/2017;06:40:01;S;;;;;;;;"
"LIM 340;18/03/2017;06:42:46;S;;;;;;;;"
"HMN 570;18/03/2017;06:56:26;S;;;;;;;;"
"TKK 176;18/03/2017;06:58:01;S;;;;;;;;"
"ITE 513;18/03/2017;07:11:26;S;;;;;;;;"
"RAW 134;18/03/2017;07:14:08;S;;;;;;;;"
"ZZG 027;18/03/2017;07:17:17;S;;;;;;;;"
"KFZ 247;18/03/2017;07:23:05;E;;;;;;;;"
"ZGS 731;18/03/2017;07:29:11;S;;;;;;;;"
"AXS 970;18/03/2017;07:29:31;E;;;;;;;;"
"SSI 107;18/03/2017;07:30:51;E;;;;;;;;"
"OJD 168;18/03/2017;07:32:52;E;;;;;;;;"
"LPP 651;18/03/2017;07:39:16;S;;;;;;;;"
"HXB 230;18/03/2017;07:43:31;E;;;;;;;;"
"RCO 815;18/03/2017;07:52:37;S;;;;;;;;"
"OVT 591;18/03/2017;07:52:55;S;;;;;;;;"
"HXB 230;18/03/2017;07:55:35;E;;;;;;;;"
"XYR 578;18/03/2017;08:03:53;E;;;;;;;;"
"GKN 574;18/03/2017;08:06:12;E;;;;;;;;"
"TKK 176;18/03/2017;08:10:39;S;;;;;;;;"
"GJQ 137;18/03/2017;08:19:25;E;;;;;;;;"
"AGU 591;18/03/2017;08:19:28;E;;;;;;;;"
"HXB 230;18/03/2017;08:21:42;S;;;;;;;;"
"MLB 266;18/03/2017;08:21:48;S;;;;;;;;"
"JXO 935;18/03/2017;08:23:14;S;;;;;;;;"
"WOF 111;18/03/2017;08:25:43;E;;;;;;;;"
"EWX 489;18/03/2017;08:26:58;S;;;;;;;;"
"EVZ 811;18/03/2017;08:38:17;S;;;;;;;;"
"YAB 763;18/03/2017;08:38:29;S;;;;;;;;"
"ZTJ 208;18/03/2017;08:41:19;S;;;;;;;;"
"OLN 338;18/03/2017;08:42:48;E;;;;;;;;"
"NXS 726;18/03/2017;08:43:49;S;;;;;;;;"
"MMQ 542;18/03/2017;08:46:29;E;;;;;;;;"
"JNQ 811;18/03/2017;08:52:00;E;;;;;;;;"
"AIY 336;18/03/2017;09:00:13;E;;;;;;;;"
"FOH 863;18/03/2017;09:03:39;S;;;;;;;;"
"OJD 168;18/03/2017;09:12:30;S;;;;;;;;"
"UNH 267;18/03/2017;09:22:56;S;;;;;;;;"
"DCH 137;18/03/2017;09:23:37;E;;;;;;;;"
"QQK 436;18/03/2017;09:48:24;E;;;;;;;;"
"XET 934;18/03/2017;09:51:04;E;;;;;;;;"
"VZS 187;18/03/2017;09:58:19;S;;;;;;;;"
"WCY 006;18/03/2017;09:58:30;S;;;;;;;;"
"OQD 321;18/03/2017;10:03:31;E;;;;;;;;"
"ONR 203;18/03/2017;10:03:52;E;;;;;;;;"
"NWD 971;18/03/2017;10:16:41;S;;;;;;;;"
"NXS 513;18/03/2017;10:17:34;E;;;;;;;;"
"AXS 970;18/03/2017;10:23:22;S;;;;;;;;"
"BYS 338;18/03/2017;10:24:04;E;;;;;;;;"
"UJZ 532;18/03/2017;10:26:03;E;;;;;;;;"
"TMG 695;18/03/2017;10:28:15;E;;;;;;;;"
"HLL 191;18/03/2017;10:40:29;S;;;;;;;;"
"UTS 732;18/03/2017;10:41:34;E;;;;;;;;"
"XYR 578;18/03/2017;10:45:46;S;;;;;;;;"
"SDN 296;18/03/2017;10:46:28;S;;;;;;;;"
"SBO 355;18/03/2017;10:46:50;E;;;;;;;;"
"VYW 308;18/03/2017;10:55:16;S;;;;;;;;"
"TSG 878;18/03/2017;10:57:24;S;;;;;;;;"
"VLI 398;18/03/2017;11:00:23;S;;;;;;;;"
"FPN 837;18/03/2017;11:04:45;S;;;;;;;;"
"XRM 991;18/03/2017;11:08:57;S;;;;;;;;"
"ITR 055;18/03/2017;11:29:03;S;;;;;;;;"
"HDL 607;18/03/2017;11:29:07;E;;;;;;;;"
"CTP 368;18/03/2017;11:34:40;E;;;;;;;;"
"SVU 636;18/03/2017;11:45:30;E;;;;;;;;"
"PXX 722;18/03/2017;11:51:26;S;;;;;;;;"
"TKG 428;18/03/2017;11:54:45;E;;;;;;;;"
"QFC 454;18/03/2017;11:58:14;E;;;;;;;;"
"DCH 137;18/03/2017;12:12:03;E;;;;;;;;"
"IGM 969;18/03/2017;12:12:40;S;;;;;;;;"
"SNA 546;18/03/2017;12:14:47;S;;;;;;;;"
"KXE 272;18/03/2017;12:17:19;E;;;;;;;;"
"JNQ 811;18/03/2017;12:19:45;S;;;;;;;;"
"SNF 723;18/03/2017;12:20:56;S;;;;;;;;"
"NXS 513;18/03/2017;12:23:05;S;;;;;;;;"
"XDB 773;18/03/2017;12:26:56;E;;;;;;;;"
"TZY 165;18/03/2017;12:34:17;E;;;;;;;;"
"HWQ 273;18/03/2017;12:35:06;E;;;;;;;;"
"OVY 139;18/03/2017;12:46:38;E;;;;;;;;"
"PHH 353;18/03/2017;12:50:51;E;;;;;;;;"
"ZYA 391;18/03/2017;13:00:40;S;;;;;;;;"
"EIT 281;18/03/2017;13:01:12;E;;;;;;;;"
"QXF 973;18/03/2017;13:04:11;S;;;;;;;;"
"DCH 137;18/03/2017;13:06:25;S;;;;;;;;"
"CJC 119;18/03/2017;13:12:11;S;;;;;;;;"
"PHH 353;18/03/2017;13:17:03;S;;;;;;;;"
"LYY 675;18/03/2017;13:29:26;S;;;;;;;;"
"FES 616;18/03/2017;13:31:36;E;;;;;;;;"
"ZYR 828;18/03/2017;13:32:35;E;;;;;;;;"
"MMQ 542;18/03/2017;13:34:51;E;;;;;;;;"
"EBY 631;18/03/2017;13:35:37;E;;;;;;;;"
"MMQ 542;18/03/2017;13:45:57;S;;;;;;;;"
"VLI 398;18/03/2017;13:51:22;E;;;;;;;;"
"REC 741;18/03/2017;13:55:10;E;;;;;;;;"
"IJI 549;18/03/2017;13:55:53;S;;;;;;;;"
"LXG 956;18/03/2017;13:57:11;S;;;;;;;;"
"HQY 871;18/03/2017;14:03:41;E;;;;;;;;"
"QWO 872;18/03/2017;14:10:37;E;;;;;;;;"
"QFC 454;18/03/2017;14:21:31;S;;;;;;;;"
"ACM 278;18/03/2017;14:21:42;E;;;;;;;;"
"QAM 792;18/03/2017;14:23:46;E;;;;;;;;"
"ZVH 556;18/03/2017;14:24:41;E;;;;;;;;"
"SSI 107;18/03/2017;14:27:55;E;;;;;;;;"
"XPS 778;18/03/2017;14:35:12;S;;;;;;;;"
"AJI 572;18/03/2017;14:46:57;E;;;;;;;;"
"SIA 896;18/03/2017;14:53:37;S;;;;;;;;"
"DER 930;18/03/2017;14:56:47;E;;;;;;;;"
"TZY 165;18/03/2017;14:57:37;E;;;;;;;;"
"ZYR 828;18/03/2017;15:00:43;S;;;;;;;;"
"WZA 143;18/03/2017;15:02:13;E;;;;;;;;"
"JJX 666;18/03/2017;15:04:34;E;;;;;;;;"
"DOT 015;18/03/2017;15:09:44;S;;;;;;;;"
"QFA 664;18/03/2017;15:14:33;S;;;;;;;;"
"FDH 940;18/03/2017;15:17:59;E;;;;;;;;"
"ZVH 556;18/03/2017;15:24:05;S;;;;;;;;"
"JVR 618;18/03/2017;15:36:28;S;;;;;;;;"
"AJI 572;18/03/2017;15:37:25;S;;;;;;;;"
"TIA 999;18/03/2017;15:45:21;S;;;;;;;;"
"SFL 664;18/03/2017;15:49:25;S;;;;;;;;"
"SHO 225;18/03/2017;15:50:10;S;;;;;;;;"
"STQ 722;18/03/2017;15:52:36;E;;;;;;;;"
"YTW 147;18/03/2017;15:59:13;S;;;;;;;;"
"EIW 298;18/03/2017;16:03:26;E;;;;;;;;"
"IYV 850;18/03/2017;16:09:07;E;;;;;;;;"
"PUZ 641;18/03/2017;16:19:06;E;;;;;;;;"
"XHJ 852;18/03/2017;16:28:05;S;;;;;;;;"
"KLQ 283;18/03/2017;16:28:39;E;;;;;;;;"
"EZP 834;18/03/2017;16:28:45;S;;;;;;;;"
"MFH 339;18/03/2017;16:32:33;E;;;;;;;;"
"QQO 656;18/03/2017;16:35:04;E;;;;;;;;"
"QAM 792;18/03/2017;16:41:17;E;;;;;;;;"
"JJX 666;18/03/2017;16:41:20;S;;;;;;;;"
"EGK 452;18/03/2017;16:48:58;E;;;;;;;;"
"HGZ 635;18/03/2017;16:51:39;E;;;;;;;;"
"XHJ 852;18/03/2017;16:52:34;S;;;;;;;;"
"TWO 378;18/03/2017;16:56:50;S;;;;;;;;"
"SFL 664;18/03/2017;16:59:26;E;;;;;;;;"
"NVT 491;18/03/2017;17:08:32;E;;;;;;;;"
"FOH 863;18/03/2017;17:09:41;E;;;;;;;;"
"GTR 220;18/03/2017;17:13:19;E;;;;;;;;"
"SHO 225;18/03/2017;17:13:21;E;;;;;;;;"
"VVD 146;18/03/2017;17:32:08;E;;;;;;;;"
"AGU 591;18/03/2017;17:32:43;S;;;;;;;;"
"IHL 013;18/03/2017;17:44:08;S;;;;;;;;"
"SSA 630;18/03/2017;17:44:46;E;;;;;;;;"
"MFH 339;18/03/2017;17:51:50;E;;;;;;;;"
"STQ 722;18/03/2017;17:54:59;S;;;;;;;;"
"AIY 336;18/03/2017;17:58:04;E;;;;;;;;"
"NLK 856;18/03/2017;17:59:12;S;;;;;;;;"
"WSG 589;18/03/2017;18:09:32;S;;;;;;;;"
"JLY 830;18/03/2017;18:10:25;E;;;;;;;;"
"OTO 440;18/03/2017;18:22:28;E;;;;;;;;"
"TZY 165;18/03/2017;18:22:28;S;;;;;;;;"
"SSI 107;18/03/2017;18:29:18;S;;;;;;;;"
"DHY 286;18/03/2017;18:32:46;S;;;;;;;;"
"AEU 019;18/03/2017;18:33:48;E;;;;;;;;"
"SHG 940;18/03/2017;18:47:25;E;;;;;;;;"
"SQQ 413;18/03/2017;18:50:24;E;;;;;;;;"
"OTC 178;18/03/2017;18:59:48;E;;;;;;;;"
"EYD 558;18/03/2017;18:59:49;E;;;;;;;;"
"QWO 872;18/03/2017;19:00:00;S;;;;;;;;"
"ZMP 088;18/03/2017;19:14:26;S;;;;;;;;"
"MGP 737;18/03/2017;19:19:10;E;;;;;;;;"
"CCU 078;18/03/2017;19:20:06;E;;;;;;;;"
"FKP 677;18/03/2017;19:24:47;E;;;;;;;;"
"MGC 138;18/03/2017;19:25:05;E;;;;;;;;"
"YIC 497;18/03/2017;19:44:52;E;;;;;;;;"
"TYW 307;18/03/2017;19:48:05;E;;;;;;;;"
"FES 616;18/03/2017;19:49:40;S;;;;;;;;"
"ZHW 957;18/03/2017;19:49:51;E;;;;;;;;"
"SEW 411;18/03/2017;19:51:59;S;;;;;;;;"
"TLW 192;18/03/2017;19:53:41;E;;;;;;;;"
"HGZ 635;18/03/2017;20:05:26;S;;;;;;;;"
"EZX 859;18/03/2017;20:10:16;E;;;;;;;;"
"QRH 325;18/03/2017;20:11:17;E;;;;;;;;"
"WFV 200;18/03/2017;20:13:37;E;;;;;;;;"
"XEP 351;18/03/2017;20:17:55;E;;;;;;;;"
"KWW 181;18/03/2017;20:29:14;E;;;;;;;;"
"RCO 815;18/03/2017;20:32:52;S;;;;;;;;"
"CDQ 206;18/03/2017;20:36:54;E;;;;;;;;"
"HWQ 273;18/03/2017;20:39:36;S;;;;;;;;"
"SLY 325;18/03/2017;20:44:03;E;;;;;;;;"
"SFB 218;18/03/2017;20:54:16;E;;;;;;;;"
"KBE 827;18/03/2017;21:00:51;S;;;;;;;;"
"YLG 158;18/03/2017;21:04:16;S;;;;;;;;"
"YXJ 408;18/03/2017;21:14:09;E;;;;;;;;"
"RCO 815;18/03/2017;21:19:14;E;;;;;;;;"
"MUZ 331;18/03/2017;21:25:30;S;;;;;;;;"
"SHG 940;18/03/2017;21:28:48;S;;;;;;;;"
"REC 741;18/03/2017;21:30:35;S;;;;;;;;"
"OJL 514;18/03/2017;21:33:40;E;;;;;;;;"
"SZI 254;18/03/2017;21:35:05;E;;;;;;;;"
"SSA 630;18/03/2017;21:35:55;S;;;;;;;;"
"GXX 113;18/03/2017;21:36:34;E;;;;;;;;"
"JJX 666;18/03/2017;21:46:01;S;;;;;;;;"
"ENS 290;18/03/2017;21:51:02;E;;;;;;;;"
"WMZ 251;18/03/2017;22:05:38;S;;;;;;;;"
"TUA 458;18/03/2017;22:09:33;E;;;;;;;;"
"FOH 863;18/03/2017;22:10:42;S;;;;;;;;"
"XSQ 105;18/03/2017;22:15:29;E;;;;;;;;"
"UTS 732;18/03/2017;22:15:48;S;;;;;;;;"
"ZRU 965;18/03/2017;22:16:38;E;;;;;;;;"
"NIG 359;18/03/2017;22:21:57;E;;;;;;;;"
"IMT 959;18/03/2017;22:25:40;E;;;;;;;;"
"FPN 837;18/03/2017;22:38:55;E;;;;;;;;"
"AIY 336;18/03/2017;22:39:34;S;;;;;;;;"
"LDW 517;18/03/2017;22:51:24;E;;;;;;;;"
"FOH 863;18/03/2017;22:52:07;E;;;;;;;;"
"OFI 421;18/03/2017;22:53:30;S;;;;;;;;"
"SVX 760;18/03/2017;22:59:57;E;;;;;;;;"
"BCG 907;18/03/2017;23:11:16;E;;;;;;;;"
"ULS 948;18/03/2017;23:13:12;E;;;;;;;;"
"GJQ 137;18/03/2017;23:14:44;S;;;;;;;;"
"JVR 618;18/03/2017;23:27:34;E;;;;;;;;"
"UQY 644;18/03/2017;23:28:36;E;;;;;;;;"
"TFE 158;19/03/2017;00:00:46;E;;;;;;;;"
"EPA 504;19/03/2017;00:13:18;E;;;;;;;;"
"FKP 677;19/03/2017;00:18:18;S;;;;;;;;"
"AFF 630;19/03/2017;00:20:47;E;;;;;;;;"
"WMZ 251;19/03/2017;00:29:16;S;;;;;;;;"
"ZRU 965;19/03/2017;00:29:43;S;;;;;;;;"
"ZRJ 060;19/03/2017;00:30:17;E;;;;;;;;"
"CCU 078;19/03/2017;00:32:45;S;;;;;;;;"
"MZY 077;19/03/2017;00:35:59;S;;;;;;;;"
"KVK 097;19/03/2017;00:36:56;E;;;;;;;;"
"ZIY 556;19/03/2017;00:44:18;S;;;;;;;;"
"VMJ 916;19/03/2017;00:54:43;S;;;;;;;;"
"MMQ 542;19/03/2017;01:06:55;S;;;;;;;;"
"TUA 458;19/03/2017;01:09:02;E;;;;;;;;"
"OIJ 497;19/03/2017;01:09:46;S;;;;;;;;"
"ANH 847;19/03/2017;01:13:23;E;;;;;;;;"
"UAY 958;19/03/2017;01:15:06;S;;;;;;;;"
"HGZ 635;19/03/2017;01:17:37;E;;;;;;;;"
"TXP 605;19/03/2017;01:19:08;E;;;;;;;;"
"NZG 521;19/03/2017;01:19:34;E;;;;;;;;"
"CZG 625;19/03/2017;01:23:16;E;;;;;;;;"
"IZY 219;19/03/2017;01:25:41;E;;;;;;;;"
"EIW 298;19/03/2017;01:28:34;S;;;;;;;;"
"KXD 314;19/03/2017;01:34:41;S;;;;;;;;"
"AGU 591;19/03/2017;01:43:41;E;;;;;;;;"
"TRN 591;19/03/2017;01:43:47;E;;;;;;;;"
"SLY 325;19/03/2017;02:00:43;S;;;;;;;;"
"KHA 024;19/03/2017;02:02:21;S;;;;;;;;"
"HPQ 307;19/03/2017;02:03:07;E;;;;;;;;"
"KLQ 283;19/03/2017;02:11:32;S;;;;;;;;"
"OTX 623;19/03/2017;02:13:53;E;;;;;;;;"
"LTK 016;19/03/2017;02:16:20;E;;;;;;;;"
"WAN 349;19/03/2017;02:17:38;S;;;;;;;;"
"FEQ 063;19/03/2017;02:21:23;S;;;;;;;;"
"DML 827;19/03/2017;02:25:53;E;;;;;;;;"
"NMV 908;19/03/2017;02:29:30;E;;;;;;;;"
"YNB 388;19/03/2017;02:39:15;E;;;;;;;;"
"FOH 863;19/03/2017;02:42:02;S;;;;;;;;"
"BJB 653;19/03/2017;02:43:51;S;;;;;;;;"
"EBQ 399;19/03/2017;02:50:23;S;;;;;;;;"
"SUH 465;19/03/2017;03:04:26;E;;;;;;;;"
"JJX 666;19/03/2017;03:04:49;S;;;;;;;;"
"JZJ 077;19/03/2017;03:07:00;E;;;;;;;;"
"XET 934;19/03/2017;03:07:43;S;;;;;;;;"
"TII 913;19/03/2017;03:09:02;E;;;;;;;;"
"MNB 831;19/03/2017;03:10:00;E;;;;;;;;"
"QFC 454;19/03/2017;03:13:16;E;;;;;;;;"
"HUO 931;19/03/2017;03:17:20;E;;;;;;;;"
"HDL 607;19/03/2017;03:19:12;E;;;;;;;;"
"DND 097;19/03/2017;03:28:06;E;;;;;;;;"
"EVR 192;19/03/2017;03:32:01;E;;;;;;;;"
"PUZ 641;19/03/2017;03:36:17;S;;;;;;;;"
"FOV 605;19/03/2017;03:38:27;E;;;;;;;;"
"BYS 338;19/03/2017;03:44:53;S;;;;;;;;"
"DKM 160;19/03/2017;03:46:11;E;;;;;;;;"
"GWR 136;19/03/2017;03:51:06;S;;;;;;;;"
"MZY 077;19/03/2017;04:02:20;E;;;;;;;;"
"YLS 478;19/03/2017;04:13:26;E;;;;;;;;"
"QFA 664;19/03/2017;04:13:57;S;;;;;;;;"
"VLI 398;19/03/2017;04:14:39;S;;;;;;;;"
"TLW 192;19/03/2017;04:20:46;S;;;;;;;;"
"BKB 236;19/03/2017;04:20:55;E;;;;;;;;"
"TGM 277;19/03/2017;04:21:46;E;;;;;;;;"
"OQD 321;19/03/2017;04:24:03;S;;;;;;;;"
"PMH 796;19/03/2017;04:26:43;S;;;;;;;;"
"ZZV 916;19/03/2017;04:36:17;E;;;;;;;;"
"HSV 637;19/03/2017;04:41:18;S;;;;;;;;"
"TXV 782;19/03/2017;04:50:07;E;;;;;;;;"
"IUC 831;19/03/2017;04:53:49;E;;;;;;;;"
"OLN 338;19/03/2017;04:55:23;S;;;;;;;;"
"SBO 355;19/03/2017;04:59:07;S;;;;;;;;"
"QNK 254;19/03/2017;05:00:03;E;;;;;;;;"
"NLM 248;19/03/2017;05:18:32;S;;;;;;;;"
"NXS 726;19/03/2017;05:23:28;S;;;;;;;;"
"PBR 342;19/03/2017;05:28:43;S;;;;;;;;"
"DER 930;19/03/2017;05:29:29;S;;;;;;;;"
"KVK 097;19/03/2017;05:30:58;E;;;;;;;;"
"NXX 620;19/03/2017;05:37:51;E;;;;;;;;"
"JEC 607;19/03/2017;05:42:33;E;;;;;;;;"
"YCK 843;19/03/2017;05:46:43;E;;;;;;;;"
"EGS 982;19/03/2017;05:46:56;E;;;;;;;;"
"MFH 339;19/03/2017;06:01:40;S;;;;;;;;"
"MFH 339;19/03/2017;06:08:25;S;;;;;;;;"
"XJX 090;19/03/2017;06:13:33;S;;;;;;;;"
"JEC 607;19/03/2017;06:13:35;S;;;;;;;;"
"KVK 097;19/03/2017;06:16:12;E;;;;;;;;"
"GGL 352;19/03/2017;06:34:53;E;;;;;;;;"
"ZRU 965;19/03/2017;06:36:48;S;;;;;;;;"
"YMO 673;19/03/2017;06:47:54;E;;;;;;;;"
"GWI 531;19/03/2017;07:00:33;E;;;;;;;;"
"TMG 695;19/03/2017;07:02:20;S;;;;;;;;"
"IPM 718;19/03/2017;07:03:33;E;;;;;;;;"
"LXG 956;19/03/2017;07:20:15;S;;;;;;;;"
"LZM 418;19/03/2017;07:37:13;S;;;;;;;;"
"FOV 605;19/03/2017;07:40:29;E;;;;;;;;"
"HQY 871;19/03/2017;07:45:57;S;;;;;;;;"
"FQC 060;19/03/2017;07:51:13;E;;;;;;;;"
"QZK 454;19/03/2017;07:53:28;E;;;;;;;;"
"XQH 638;19/03/2017;08:04:05;S;;;;;;;;"
"XSM 354;19/03/2017;08:07:46;E;;;;;;;;"
"OKX 921;19/03/2017;08:07:58;S;;;;;;;;"
"TSG 878;19/03/2017;08:09:23;E;;;;;;;;"
"EGS 982;19/03/2017;08:10:07;S;;;;;;;;"
"ZRU 965;19/03/2017;08:17:08;E;;;;;;;;"
"SKD 239;19/03/2017;08:17:46;E;;;;;;;;"
"RCO 815;19/03/2017;08:23:03;S;;;;;;;;"
"TUY 450;19/03/2017;08:25:52;E;;;;;;;;"
"JZJ 077;19/03/2017;08:29:18;E;;;;;;;;"
"EFA 768;19/03/2017;08:32:14;E;;;;;;;;"
"WZA 143;19/03/2017;08:37:39;S;;;;;;;;"
"HDL 607;19/03/2017;08:40:34;S;;;;;;;;"
"SMA 854;19/03/2017;08:42:27;S;;;;;;;;"
"OTO 440;19/03/2017;08:45:07;S;;;;;;;;"
"PAJ 157;19/03/2017;08:51:31;S;;;;;;;;"
"VHN 381;19/03/2017;08:52:55;E;;;;;;;;"
"HJQ 214;19/03/2017;08:53:17;E;;;;;;;;"
"BZD 015;19/03/2017;08:53:46;S;;;;;;;;"
"GWI 531;19/03/2017;08:53:52;S;;;;;;;;"
"NIG 359;19/03/2017;09:06:50;S;;;;;;;;"
"TFE 158;19/03/2017;09:13:38;S;;;;;;;;"
"EIT 281;19/03/2017;09:19:32;S;;;;;;;;"
"TRN 591;19/03/2017;09:23:22;S;;;;;;;;"
"EGO 382;19/03/2017;09:27:24;E;;;;;;;;"
"OAM 895;19/03/2017;09:31:25;E;;;;;;;;"
"TYT 696;19/03/2017;09:35:01;S;;;;;;;;"
"NZG 521;19/03/2017;09:57:24;S;;;;;;;;"
"HDL 607;19/03/2017;10:09:44;S;;;;;;;;"
"RRH 435;19/03/2017;10:11:17;E;;;;;;;;"
"KWW 181;19/03/2017;10:20:17;S;;;;;;;;"
"RQT 969;19/03/2017;10:26:00;S;;;;;;;;"
"AVK 022;19/03/2017;10:30:47;E;;;;;;;;"
"XKP 495;19/03/2017;10:35:00;E;;;;;;;;"
"SDN 296;19/03/2017;10:37:32;E;;;;;;;;"
"IMT 959;19/03/2017;10:41:30;S;;;;;;;;"
"DCH 137;19/03/2017;10:50:35;S;;;;;;;;"
"EPV 185;19/03/2017;10:52:56;E;;;;;;;;"
"VJH 018;19/03/2017;10:53:44;E;;;;;;;;"
"NKA 586;19/03/2017;10:59:02;E;;;;;;;;"
"SFB 218;19/03/2017;11:00:16;S;;;;;;;;"
"BCG 907;19/03/2017;11:06:46;E;;;;;;;;"
"SFL 664;19/03/2017;11:07:17;S;;;;;;;;"
"NPN 350;19/03/2017;11:10:07;S;;;;;;;;"
"DRY 452;19/03/2017;11:34:13;E;;;;;;;;"
"SPO 429;19/03/2017;11:35:09;E;;;;;;;;"
"YIC 497;19/03/2017;11:35:46;S;;;;;;;;"
"MGP 737;19/03/2017;11:35:49;S;;;;;;;;"
"HPQ 307;19/03/2017;11:39:03;E;;;;;;;;"
"BMP 843;19/03/2017;11:42:15;E;;;;;;;;"
"CDQ 206;19/03/2017;11:53:30;S;;;;;;;;"
"AQM 623;19/03/2017;11:53:42;E;;;;;;;;"
"XEP 351;19/03/2017;11:56:17;S;;;;;;;;"
"DUM 674;19/03/2017;12:05:20;S;;;;;;;;"
"CDQ 206;19/03/2017;12:07:09;E;;;;;;;;"
"PGE 059;19/03/2017;12:09:46;E;;;;;;;;"
"KRW 525;19/03/2017;12:17:11;E;;;;;;;;"
"SHO 225;19/03/2017;12:20:34;E;;;;;;;;"
"ZXU 875;19/03/2017;12:21:50;E;;;;;;;;"
"NFQ 067;19/03/2017;12:22:32;E;;;;;;;;"
"EVZ 811;19/03/2017;12:26:10;E;;;;;;;;"
"IFP 939;19/03/2017;12:29:01;E;;;;;;;;"
"SSI 107;19/03/2017;12:35:41;S;;;;;;;;"
"LYB 420;19/03/2017;12:37:10;E;;;;;;;;"
"FPN 837;19/03/2017;12:39:44;S;;;;;;;;"
"ENS 290;19/03/2017;12:45:12;S;;;;;;;;"
"WWV 413;19/03/2017;12:51:55;E;;;;;;;;"
"FXC 380;19/03/2017;12:58:49;E;;;;;;;;"
"MEQ 510;19/03/2017;13:07:03;E;;;;;;;;"
"ULS 948;19/03/2017;13:12:48;S;;;;;;;;"
"WEX 387;19/03/2017;13:13:12;E;;;;;;;;"
"JXB 928;19/03/2017;13:19:14;S;;;;;;;;"
